locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_02725	CDS	732				[gene=fucR] [locus_tag=b2805] [db_xref=UniProtKB/Swiss-Prot:P0ACK8] [protein=DNA-binding transcriptional activator FucR] [protein_id=AAC75847.1] [location=2939368..2940099][gbkey=CDS]
FJKNNBLA_02726	CDS	1101				[gene=rlmM] [locus_tag=b2806] [db_xref=UniProtKB/Swiss-Prot:P0ADR6] [protein=23S rRNA 2'-O-ribose methyltransferase] [protein_id=AAC75848.1][location=complement(2940143..2941243)] [gbkey=CDS]
FJKNNBLA_02727	CDS	396				hypothetical protein
FJKNNBLA_02728	CDS	918				[gene=gcvA] [locus_tag=b2808] [db_xref=UniProtKB/Swiss-Prot:P0A9F6] [protein=DNA-binding transcriptional dual regulator GcvA] [protein_id=AAC75850.1][location=complement(2941650..2942567)] [gbkey=CDS]
FJKNNBLA_02729	CDS	228				hypothetical protein
FJKNNBLA_02730	CDS	1206				[gene=csdA] [locus_tag=b2810] [db_xref=UniProtKB/Swiss-Prot:Q46925] [protein=cysteine sulfinate desulfinase] [protein_id=AAC75852.1] [location=2943337..2944542][gbkey=CDS]
FJKNNBLA_02731	CDS	444				[gene=csdE] [locus_tag=b2811] [db_xref=UniProtKB/Swiss-Prot:P0AGF2] [protein=sulfur acceptor protein CsdE] [protein_id=AAC75853.1] [location=2944542..2944985][gbkey=CDS]
FJKNNBLA_02732	CDS	807				[gene=tcdA] [locus_tag=b2812] [db_xref=UniProtKB/Swiss-Prot:Q46927] [protein=tRNA threonylcarbamoyladenosine dehydratase] [protein_id=AAC75854.1] [location=complement(2945036..2945842)][gbkey=CDS]
FJKNNBLA_02733	CDS	1098				[gene=mltA] [locus_tag=b2813] [db_xref=UniProtKB/Swiss-Prot:P0A935] [protein=membrane-bound lytic murein transglycosylase A] [protein_id=AAC75855.1][location=complement(2946081..2947178)] [gbkey=CDS]
FJKNNBLA_02734	tRNA	77				tRNA-Met(cat)
FJKNNBLA_02735	tRNA	77				tRNA-Met(cat)
FJKNNBLA_02736	tRNA	77				tRNA-Met(cat)
FJKNNBLA_02737	CDS	1254				[gene=amiC] [locus_tag=b2817] [db_xref=UniProtKB/Swiss-Prot:P63883] [protein=N-acetylmuramoyl-L-alanine amidase C] [protein_id=AAC75856.2] [location=complement(2947757..2949010)][gbkey=CDS]
FJKNNBLA_02738	CDS	1332				[gene=argA] [locus_tag=b2818] [db_xref=UniProtKB/Swiss-Prot:P0A6C5] [protein=N-acetylglutamate synthase] [protein_id=AAC75857.1] [location=2949242..2950573][gbkey=CDS]
FJKNNBLA_02739	CDS	1827				[gene=recD] [locus_tag=b2819] [db_xref=UniProtKB/Swiss-Prot:P04993] [protein=exodeoxyribonuclease V subunit RecD] [protein_id=AAC75858.1] [location=complement(2950635..2952461)][gbkey=CDS]
FJKNNBLA_02740	CDS	3543				[gene=recB] [locus_tag=b2820] [db_xref=UniProtKB/Swiss-Prot:P08394] [protein=exodeoxyribonuclease V subunit RecB] [protein_id=AAC75859.1] [location=complement(2952461..2956003)][gbkey=CDS]
FJKNNBLA_02741	CDS	2889				[gene=ptrA] [locus_tag=b2821] [db_xref=UniProtKB/Swiss-Prot:P05458] [protein=protease 3][protein_id=AAC75860.1] [location=complement(2955996..2958884)][gbkey=CDS]
FJKNNBLA_02742	CDS	3369				[gene=recC] [locus_tag=b2822] [db_xref=UniProtKB/Swiss-Prot:P07648] [protein=exodeoxyribonuclease V subunit RecC] [protein_id=AAC75861.1] [location=complement(2959060..2962428)][gbkey=CDS]
FJKNNBLA_02743	CDS	324				hypothetical protein
FJKNNBLA_02744	CDS	408				hypothetical protein
FJKNNBLA_02745	CDS	564				hypothetical protein
FJKNNBLA_02746	CDS	471				hypothetical protein
FJKNNBLA_02747	CDS	795				[gene=thyA] [locus_tag=b2827] [db_xref=UniProtKB/Swiss-Prot:P0A884] [protein=thymidylate synthase] [protein_id=AAC75866.1] [location=complement(2964361..2965155)][gbkey=CDS]
FJKNNBLA_02748	CDS	876				[gene=lgt] [locus_tag=b2828] [db_xref=UniProtKB/Swiss-Prot:P60955] [protein=phosphatidylglycerol--prolipoprotein diacylglyceryl transferase] [protein_id=AAC75867.1][location=complement(2965162..2966037)] [gbkey=CDS]
FJKNNBLA_02749	CDS	2247				[gene=ptsP] [locus_tag=b2829] [db_xref=UniProtKB/Swiss-Prot:P37177] [protein=phosphoenolpyruvate-protein phosphotransferase PtsP] [protein_id=AAC75868.1][location=complement(2966188..2968434)] [gbkey=CDS]
FJKNNBLA_02750	CDS	531				[gene=rppH] [locus_tag=b2830] [db_xref=UniProtKB/Swiss-Prot:P0A776] [protein=RNA pyrophosphohydrolase][protein_id=AAC75869.1] [location=complement(2968447..2968977)][gbkey=CDS]
FJKNNBLA_02751	CDS	147				[gene=ygdT] [locus_tag=b4610] [db_xref=ECOCYC:G0-10601] [protein=YgdT] [protein_id=AYC08238.1][location=complement(2969330..2969476)] [gbkey=CDS]
FJKNNBLA_02752	CDS	690				[gene=mutH] [locus_tag=b2831] [db_xref=UniProtKB/Swiss-Prot:P06722] [protein=DNA mismatch repair protein MutH] [protein_id=AAC75870.1] [location=2969662..2970351][gbkey=CDS]
FJKNNBLA_02753	CDS	714				hypothetical protein
FJKNNBLA_02754	CDS	219				hypothetical protein
FJKNNBLA_02755	CDS	1041				[gene=tas] [locus_tag=b2834] [db_xref=UniProtKB/Swiss-Prot:P0A9T4] [protein=putative NADP(H)-dependent aldo-keto reductase Tas] [protein_id=AAC75873.1][location=2971597..2972637] [gbkey=CDS]
FJKNNBLA_02756	CDS	1194				[gene=lplT] [locus_tag=b2835] [db_xref=UniProtKB/Swiss-Prot:P39196] [protein=lysophospholipid transporter] [protein_id=AAC75874.1] [location=complement(2972669..2973862)][gbkey=CDS]
FJKNNBLA_02757	CDS	2160				[gene=aas] [locus_tag=b2836] [db_xref=UniProtKB/Swiss-Prot:P31119] [protein=fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase] [protein_id=AAC75875.1] [location=complement(2973855..2976014)][gbkey=CDS]
FJKNNBLA_02758	CDS	1032				[gene=galR] [locus_tag=b2837] [db_xref=UniProtKB/Swiss-Prot:P03024] [protein=DNA-binding transcriptional dual regulator GalR] [protein_id=AAC75876.1][location=2976599..2977630] [gbkey=CDS]
FJKNNBLA_02759	CDS	1263				[gene=lysA] [locus_tag=b2838] [db_xref=UniProtKB/Swiss-Prot:P00861] [protein=diaminopimelate decarboxylase] [protein_id=AAC75877.1] [location=complement(2977637..2978899)][gbkey=CDS]
FJKNNBLA_02760	CDS	936				[gene=lysR] [locus_tag=b2839] [db_xref=UniProtKB/Swiss-Prot:P03030] [protein=DNA-binding transcriptional dual regulator LysR] [protein_id=AAC75878.1][location=2979021..2979956] [gbkey=CDS]
FJKNNBLA_02761	CDS	693				[gene=ygeA] [locus_tag=b2840] [db_xref=UniProtKB/Swiss-Prot:P03813] [protein=amino acid racemase YgeA] [protein_id=AAC75879.1] [location=complement(2979943..2980635)][gbkey=CDS]
FJKNNBLA_02762	CDS	1419				[gene=araE] [locus_tag=b2841] [db_xref=UniProtKB/Swiss-Prot:P0AE24] [protein=arabinose:H(+)symporter] [protein_id=AAC75880.1] [location=complement(2980764..2982182)][gbkey=CDS]
FJKNNBLA_02763	CDS	762				[gene=kduD] [locus_tag=b2842] [db_xref=UniProtKB/Swiss-Prot:P37769] [protein=putative 2-keto-3-deoxy-D-gluconate dehydrogenase] [protein_id=AAC75881.1][location=complement(2982497..2983258)] [gbkey=CDS]
FJKNNBLA_02764	CDS	837				[gene=kduI] [locus_tag=b2843] [db_xref=UniProtKB/Swiss-Prot:Q46938] [protein=5-dehydro-4-deoxy-D-glucuronate isomerase] [protein_id=AAC75882.1] [location=complement(2983288..2984124)][gbkey=CDS]
FJKNNBLA_02765	CDS	1182				[gene=yqeF] [locus_tag=b2844] [db_xref=UniProtKB/Swiss-Prot:Q46939] [protein=putative acyltransferase][protein_id=AAC75883.2] [location=complement(2984411..2985592)][gbkey=CDS]
FJKNNBLA_02766	CDS	1230				[gene=yqeG] [locus_tag=b2845] [db_xref=UniProtKB/Swiss-Prot:P63340] [protein=putative transporter YqeG] [protein_id=AAC75884.1] [location=2985847..2987076][gbkey=CDS]
FJKNNBLA_02767	CDS	570				[gene=yqeH] [locus_tag=b2846] [db_xref=UniProtKB/Swiss-Prot:Q46941] [protein=putative LuxR family transcriptional regulator YqeH] [protein_id=AAC75885.2][location=2987536..2988168] [gbkey=CDS]
FJKNNBLA_02768	CDS	300				[gene=insE5] [locus_tag=b2088] [db_xref=UniProtKB/Swiss-Prot:P0CF70] [protein=IS3 element protein InsE] [protein_id=AAC75149.2] [location=2170236..2170535][gbkey=CDS]
FJKNNBLA_02769	CDS	867				[gene=insF5] [locus_tag=b2089] [db_xref=UniProtKB/Swiss-Prot:P0CF83] [protein=IS3 element protein InsF] [protein_id=AAC75150.1] [location=2170532..2171398][gbkey=CDS]
FJKNNBLA_02770	CDS	552				[gene=ygeQ] [locus_tag=b2863] [db_xref=UniProtKB/Swiss-Prot:Q46797] [protein=putative lipoprotein YgeQ] [protein_id=AYC08239.1] [location=complement(2998034..2998828)][gbkey=CDS]
FJKNNBLA_02771	tRNA	74				tRNA-Gly(ccc)
FJKNNBLA_02772	CDS	756				[gene=ygeR] [locus_tag=b2865] [db_xref=UniProtKB/Swiss-Prot:Q46798] [protein=LysM domain-containing putative peptidase lipoprotein YgeR] [protein_id=AAC75903.2][location=complement(2999136..2999891)] [gbkey=CDS]
FJKNNBLA_02773	CDS	2298				[gene=xdhA] [locus_tag=b2866] [db_xref=UniProtKB/Swiss-Prot:Q46799] [protein=putative xanthine dehydrogenase molybdenum-binding subunit XdhA] [protein_id=AAC75904.1][location=3000345..3002603] [gbkey=CDS]
FJKNNBLA_02774	CDS	879				[gene=xdhB] [locus_tag=b2867] [db_xref=UniProtKB/Swiss-Prot:Q46800] [protein=putative xanthine dehydrogenase FAD-binding subunit XdhB] [protein_id=AAC75905.1][location=3002614..3003492] [gbkey=CDS]
FJKNNBLA_02775	CDS	480				[gene=xdhC] [locus_tag=b2868] [db_xref=UniProtKB/Swiss-Prot:Q46801] [protein=putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC] [protein_id=AAC75906.1][location=3003489..3003968] [gbkey=CDS]
FJKNNBLA_02776	CDS	1779				[gene=ygeV] [locus_tag=b2869] [db_xref=UniProtKB/Swiss-Prot:Q46802] [protein=putative sigma(54)-dependent transcriptional regulator YgeV] [protein_id=AAC75907.1][location=complement(3004008..3005786)] [gbkey=CDS]
FJKNNBLA_02777	CDS	1188				[gene=ygeW] [locus_tag=b2870] [db_xref=UniProtKB/Swiss-Prot:Q46803] [protein=putative carbamoyltransferase YgeW] [protein_id=AAT48152.1] [location=3006262..3007452][gbkey=CDS]
FJKNNBLA_02778	CDS	1197				[gene=ygeX] [locus_tag=b2871] [db_xref=UniProtKB/Swiss-Prot:P66899] [protein=2,3-diaminopropionate ammonia-lyase] [protein_id=AAC75909.1] [location=3007510..3008706][gbkey=CDS]
FJKNNBLA_02779	CDS	1212				[gene=ygeY] [locus_tag=b2872] [db_xref=UniProtKB/Swiss-Prot:P65807] [protein=putative peptidase YgeY] [protein_id=AAC75910.1] [location=3008764..3009975][gbkey=CDS]
FJKNNBLA_02780	CDS	1386				[gene=hyuA] [locus_tag=b2873] [db_xref=UniProtKB/Swiss-Prot:Q46806] [protein=phenylhydantoinase][protein_id=AAC75911.2] [location=3010028..3011413][gbkey=CDS]
FJKNNBLA_02781	CDS	933				[gene=yqeA] [locus_tag=b2874] [db_xref=UniProtKB/Swiss-Prot:Q46807] [protein=putative amino acid kinase YqeA] [protein_id=AAC75912.1] [location=3011461..3012393][gbkey=CDS]
FJKNNBLA_02782	CDS	1626				[gene=yqeB] [locus_tag=b2875] [db_xref=UniProtKB/Swiss-Prot:Q46808] [protein=XdhC-CoxI family protein YqeB] [protein_id=AAC75913.1] [location=complement(3012614..3014239)][gbkey=CDS]
FJKNNBLA_02783	CDS	771				[gene=yqeC] [locus_tag=b2876] [db_xref=UniProtKB/Swiss-Prot:Q46809] [protein=uncharacterized protein YqeC] [protein_id=AAC75914.2] [location=complement(3014287..3015057)][gbkey=CDS]
FJKNNBLA_02784	CDS	579				[gene=mocA] [locus_tag=b2877] [db_xref=UniProtKB/Swiss-Prot:Q46810] [protein=molybdenum cofactor cytidylyltransferase] [protein_id=AAC75915.1] [location=3015160..3015738][gbkey=CDS]
FJKNNBLA_02785	CDS	3099				[gene=ygfK] [locus_tag=b2878] [db_xref=UniProtKB/Swiss-Prot:Q46811] [protein=putative oxidoreductase,Fe-S subunit] [protein_id=AAC75916.1] [location=3016060..3019158][gbkey=CDS]
FJKNNBLA_02786	CDS	1329				[gene=ssnA] [locus_tag=b2879] [db_xref=UniProtKB/Swiss-Prot:Q46812] [protein=putative aminohydrolase SsnA] [protein_id=AAC75917.2] [location=3019161..3020489][gbkey=CDS]
FJKNNBLA_02787	CDS	780				[gene=ygfM] [locus_tag=b2880] [db_xref=UniProtKB/Swiss-Prot:P64557] [protein=putative oxidoreductase][protein_id=AAC75918.1] [location=3020540..3021319][gbkey=CDS]
FJKNNBLA_02788	CDS	2871				[gene=xdhD] [locus_tag=b2881] [db_xref=UniProtKB/Swiss-Prot:Q46814] [protein=fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit] [protein_id=AAC75919.1] [location=3021316..3024186][gbkey=CDS]
FJKNNBLA_02789	CDS	1401				[gene=xanQ] [locus_tag=b2882] [db_xref=UniProtKB/Swiss-Prot:P67444] [protein=xanthine:H(+)symporter XanQ] [protein_id=AAC75920.2] [location=3024351..3025751][gbkey=CDS]
FJKNNBLA_02790	CDS	1317				[gene=guaD] [locus_tag=b2883] [db_xref=UniProtKB/Swiss-Prot:P76641] [protein=guanine deaminase][protein_id=AAC75921.1] [location=3025766..3027085][gbkey=CDS]
FJKNNBLA_02791	CDS	1368				[gene=ghxQ] [locus_tag=b4464] [db_xref=UniProtKB/Swiss-Prot:Q46817] [protein=guanine/hypoxanthine transporter GhxQ] [protein_id=AAT48153.1] [location=3027121..3028488][gbkey=CDS]
FJKNNBLA_02792	CDS	489				[gene=ygfS] [locus_tag=b2886] [db_xref=UniProtKB/Swiss-Prot:Q46819] [protein=putative electron transport protein YgfS] [protein_id=AAC75924.2] [location=complement(3028524..3029012)][gbkey=CDS]
FJKNNBLA_02793	CDS	1920				[gene=ygfT] [locus_tag=b2887] [db_xref=UniProtKB/Swiss-Prot:Q46820] [protein=putative oxidoreductase YgfT] [protein_id=AAC75925.2] [location=complement(3029012..3030931)][gbkey=CDS]
FJKNNBLA_02794	CDS	1449				[gene=uacT] [locus_tag=b2888] [db_xref=UniProtKB/Swiss-Prot:Q46821] [protein=urate:H(+)symporter] [protein_id=AAC75926.2] [location=3031367..3032815][gbkey=CDS]
FJKNNBLA_02795	CDS	126				[gene=yqfG] [locus_tag=b4684] [db_xref=UniProtKB/Swiss-Prot:C1P614] [protein=uncharacterized protein YqfG] [protein_id=ACO60006.1] [location=3032817..3032942][gbkey=CDS]
FJKNNBLA_02796	CDS	549				[gene=idi] [locus_tag=b2889] [db_xref=UniProtKB/Swiss-Prot:Q46822] [protein=isopentenyl-diphosphate Delta-isomerase] [protein_id=AAC75927.1] [location=3033065..3033613][gbkey=CDS]
FJKNNBLA_02797	CDS	1518				[gene=lysS] [locus_tag=b2890] [db_xref=UniProtKB/Swiss-Prot:P0A8N3] [protein=lysine--tRNA ligase, constitutive] [protein_id=AAC75928.1] [location=complement(3033657..3035174)][gbkey=CDS]
FJKNNBLA_02798	CDS	882				[gene=prfB] [locus_tag=b2891] [db_xref=UniProtKB/Swiss-Prot:P07012] [protein=peptide chain release factor RF2] [exception=ribosomal slippage] [protein_id=AAC75929.1][location=complement(join(3035184..3036206,3036208..3036282))][gbkey=CDS]
FJKNNBLA_02799	CDS	1734				[gene=recJ] [locus_tag=b2892] [db_xref=UniProtKB/Swiss-Prot:P21893] [protein=ssDNA-specific exonuclease RecJ] [protein_id=AAC75930.1] [location=complement(3036373..3038106)][gbkey=CDS]
FJKNNBLA_02800	CDS	711				[gene=dsbC] [locus_tag=b2893] [db_xref=UniProtKB/Swiss-Prot:P0AEG6] [protein=protein disulfide isomerase DsbC] [protein_id=AAC75931.1] [location=complement(3038112..3038822)][gbkey=CDS]
FJKNNBLA_02801	CDS	897				[gene=xerD] [locus_tag=b2894] [db_xref=UniProtKB/Swiss-Prot:P0A8P8] [protein=site-specific recombinase] [protein_id=AAC75932.1] [location=complement(3038847..3039743)][gbkey=CDS]
FJKNNBLA_02802	CDS	522				[gene=fldB] [locus_tag=b2895] [db_xref=UniProtKB/Swiss-Prot:P0ABY4] [protein=flavodoxin 2] [protein_id=AAC75933.1] [location=3039855..3040376] [gbkey=CDS]
FJKNNBLA_02803	CDS	408				[gene=ygfX] [locus_tag=b2896] [db_xref=UniProtKB/Swiss-Prot:Q46824] [protein=protein YgfX][protein_id=AAC75934.1] [location=complement(3040416..3040823)][gbkey=CDS]
FJKNNBLA_02804	CDS	267				[gene=sdhE] [locus_tag=b2897] [db_xref=UniProtKB/Swiss-Prot:P64559] [protein=FAD assembly factor] [protein_id=AAC75935.1] [location=complement(3040804..3041070)][gbkey=CDS]
FJKNNBLA_02805	CDS	981				[gene=ygfZ] [locus_tag=b2898] [db_xref=UniProtKB/Swiss-Prot:P0ADE8] [protein=folate-binding protein] [protein_id=AAC75936.1] [location=3041313..3042293][gbkey=CDS]
FJKNNBLA_02806	CDS	660				[gene=yqfA] [locus_tag=b2899] [db_xref=UniProtKB/Swiss-Prot:P67153] [protein=hemolysin-III family protein YqfA] [protein_id=AAC75937.1] [location=complement(3042489..3043148)][gbkey=CDS]
FJKNNBLA_02807	CDS	312				[gene=yqfB] [locus_tag=b2900] [db_xref=UniProtKB/Swiss-Prot:P67603] [protein=N(4)-acetylcytidine amidohydrolase] [protein_id=AAC75938.1] [location=complement(3043312..3043623)][gbkey=CDS]
FJKNNBLA_02808	CDS	1434				[gene=bglA] [locus_tag=b2901] [db_xref=UniProtKB/Swiss-Prot:Q46829] [protein=6-phospho-beta-glucosidase A] [protein_id=AAC75939.1] [location=3043662..3045101][gbkey=CDS]
FJKNNBLA_02809	CDS	744				[gene=ygfF] [locus_tag=b2902] [db_xref=UniProtKB/Swiss-Prot:P52037] [protein=putative oxidoreductase YgfF] [protein_id=AAC75940.1] [location=complement(3045158..3045901)][gbkey=CDS]
FJKNNBLA_02810	CDS	2874				[gene=gcvP] [locus_tag=b2903] [db_xref=UniProtKB/Swiss-Prot:P33195] [protein=glycine decarboxylase][protein_id=AAC75941.1] [location=complement(3046168..3049041)][gbkey=CDS]
FJKNNBLA_02811	CDS	390				[gene=gcvH] [locus_tag=b2904] [db_xref=UniProtKB/Swiss-Prot:P0A6T9] [protein=glycine cleavage system H protein] [protein_id=AAC75942.1] [location=complement(3049160..3049549)][gbkey=CDS]
FJKNNBLA_02812	CDS	1095				[gene=gcvT] [locus_tag=b2905] [db_xref=UniProtKB/Swiss-Prot:P27248] [protein=aminomethyltransferase][protein_id=AAC75943.1] [location=complement(3049573..3050667)][gbkey=CDS]
FJKNNBLA_02813	CDS	1203				[gene=ubiI] [locus_tag=b2906] [db_xref=UniProtKB/Swiss-Prot:P25535] [protein=2-octaprenylphenol 6-hydroxylase] [protein_id=AAC75944.1] [location=complement(3051115..3052317)][gbkey=CDS]
FJKNNBLA_02814	CDS	1179				[gene=ubiH] [locus_tag=b2907] [db_xref=UniProtKB/Swiss-Prot:P25534] [protein=2-octaprenyl-6-methoxyphenol 4-hydroxylase] [protein_id=AAC75945.1] [location=complement(3052340..3053518)][gbkey=CDS]
FJKNNBLA_02815	CDS	1326				[gene=pepP] [locus_tag=b2908] [db_xref=UniProtKB/Swiss-Prot:P15034] [protein=Xaa-Pro aminopeptidase][protein_id=AAC75946.1] [location=complement(3053515..3054840)][gbkey=CDS]
FJKNNBLA_02816	CDS	579				hypothetical protein
FJKNNBLA_02817	CDS	330				[gene=zapA] [locus_tag=b2910] [db_xref=UniProtKB/Swiss-Prot:P0ADS2] [protein=cell division protein ZapA] [protein_id=AAC75948.1] [location=3055612..3055941][gbkey=CDS]
FJKNNBLA_02818	CDS	603				[gene=fau] [locus_tag=b2912] [db_xref=UniProtKB/Swiss-Prot:P0AC28] [protein=putative 5-formyltetrahydrofolate cyclo-ligase] [protein_id=AAC75949.1][location=3056241..3056789] [gbkey=CDS]
FJKNNBLA_02819	CDS	1233				[gene=serA] [locus_tag=b2913] [db_xref=UniProtKB/Swiss-Prot:P0A9T0] [protein=phosphoglycerate dehydrogenase] [protein_id=AAC75950.1] [location=complement(3057178..3058410)][gbkey=CDS]
FJKNNBLA_02820	CDS	660				[gene=rpiA] [locus_tag=b2914] [db_xref=UniProtKB/Swiss-Prot:P0A7Z0] [protein=ribose-5-phosphate isomerase A] [protein_id=AAC75951.1] [location=complement(3058666..3059325)][gbkey=CDS]
FJKNNBLA_02821	CDS	231				hypothetical protein
FJKNNBLA_02822	CDS	894				[gene=argP] [locus_tag=b2916] [db_xref=UniProtKB/Swiss-Prot:P0A8S1] [protein=DNA-binding transcriptional dual regulator ArgP] [protein_id=AAC75953.1][location=3059753..3060646] [gbkey=CDS]
FJKNNBLA_02823	CDS	2145				[gene=scpA] [locus_tag=b2917] [db_xref=UniProtKB/Swiss-Prot:P27253] [protein=methylmalonyl-CoA mutase] [protein_id=AAC75954.1] [location=3060850..3062994][gbkey=CDS]
FJKNNBLA_02824	CDS	996				[gene=argK] [locus_tag=b2918] [db_xref=UniProtKB/Swiss-Prot:P27254] [protein=methylmalonyl-CoA mutase-interacting GTPase YgfD] [protein_id=AAC75955.1][location=3062987..3063982] [gbkey=CDS]
FJKNNBLA_02825	CDS	786				[gene=scpB] [locus_tag=b2919] [db_xref=UniProtKB/Swiss-Prot:P52045] [protein=methylmalonyl-CoA decarboxylase] [protein_id=AAC75956.2] [location=3063993..3064778][gbkey=CDS]
FJKNNBLA_02826	CDS	1479				[gene=scpC] [locus_tag=b2920] [db_xref=UniProtKB/Swiss-Prot:P52043] [protein=propionyl-CoA:succinate CoA transferase] [protein_id=AAC75957.1] [location=3064802..3066280][gbkey=CDS]
FJKNNBLA_02827	CDS	897				[gene=ygfI] [locus_tag=b2921] [db_xref=UniProtKB/Swiss-Prot:P52044] [protein=putative LysR-type DNA-binding transcriptional regulator YgfI] [protein_id=AAC75958.2][location=complement(3066277..3067173)] [gbkey=CDS]
FJKNNBLA_02828	CDS	741				hypothetical protein
FJKNNBLA_02829	CDS	636				[gene=argO] [locus_tag=b2923] [db_xref=UniProtKB/Swiss-Prot:P11667] [protein=L-arginine exporter] [protein_id=AAC75960.1] [location=complement(3068173..3068808)][gbkey=CDS]
FJKNNBLA_02830	CDS	861				[gene=mscS] [locus_tag=b2924] [db_xref=UniProtKB/Swiss-Prot:P0C0S1] [protein=small conductance mechanosensitive channel MscS] [protein_id=AAC75961.1][location=complement(3068947..3069807)] [gbkey=CDS]
FJKNNBLA_02831	CDS	1080				[gene=fbaA] [locus_tag=b2925] [db_xref=UniProtKB/Swiss-Prot:P0AB71] [protein=fructose-bisphosphate aldolase class II] [protein_id=AAC75962.1] [location=complement(3070165..3071244)][gbkey=CDS]
FJKNNBLA_02832	CDS	1164				[gene=pgk] [locus_tag=b2926] [db_xref=UniProtKB/Swiss-Prot:P0A799] [protein=phosphoglycerate kinase] [protein_id=AAC75963.1] [location=complement(3071459..3072622)][gbkey=CDS]
FJKNNBLA_02833	CDS	1020				[gene=epd] [locus_tag=b2927] [db_xref=UniProtKB/Swiss-Prot:P0A9B6] [protein=D-erythrose-4-phosphate dehydrogenase] [protein_id=AAC75964.1] [location=complement(3072672..3073691)][gbkey=CDS]
FJKNNBLA_02834	CDS	714				[gene=yggC] [locus_tag=b2928] [db_xref=UniProtKB/Swiss-Prot:P11664] [protein=P-loop NTPase domain-containing protein YggC] [protein_id=AAC75965.1][location=complement(3073976..3074689)] [gbkey=CDS]
FJKNNBLA_02835	CDS	510				[gene=fumE] [locus_tag=b2929] [db_xref=UniProtKB/Swiss-Prot:P11663] [protein=fumarase E][protein_id=AAC75966.1] [location=complement(3074686..3075195)][gbkey=CDS]
FJKNNBLA_02836	CDS	966				[gene=yggF] [locus_tag=b2930] [db_xref=UniProtKB/Swiss-Prot:P21437] [protein=fructose 1,6-bisphosphatase YggF] [protein_id=AAC75967.1] [location=complement(3075217..3076182)][gbkey=CDS]
FJKNNBLA_02837	CDS	1278				[gene=yggP] [locus_tag=b4465] [db_xref=UniProtKB/Swiss-Prot:P52048] [protein=putative zinc-binding dehydrogenase YggP] [protein_id=AAT48154.1] [location=complement(3076179..3077456)][gbkey=CDS]
FJKNNBLA_02838	CDS	1389				[gene=cmtA] [locus_tag=b2933] [db_xref=UniProtKB/Swiss-Prot:P69826] [protein=mannitol-specific PTS enzyme IICB component CmtA] [protein_id=AAC75970.1][location=complement(3077471..3078859)] [gbkey=CDS]
FJKNNBLA_02839	CDS	417				[gene=cmtB] [locus_tag=b2934] [db_xref=UniProtKB/Swiss-Prot:P69824] [protein=mannitol-specific PTS enzyme IIA component CmtB] [protein_id=AAC75971.1][location=complement(3078887..3079330)] [gbkey=CDS]
FJKNNBLA_02840	CDS	1992				[gene=tktA] [locus_tag=b2935] [db_xref=UniProtKB/Swiss-Prot:P27302] [protein=transketolase 1] [protein_id=AAT48155.1] [location=complement(3079644..3081635)][gbkey=CDS]
FJKNNBLA_02841	CDS	759				[gene=loiP] [locus_tag=b2936] [db_xref=UniProtKB/Swiss-Prot:P25894] [protein=metalloprotease LoiP] [protein_id=AAC75973.2] [location=3081913..3082671][gbkey=CDS]
FJKNNBLA_02842	CDS	921				[gene=speB] [locus_tag=b2937] [db_xref=UniProtKB/Swiss-Prot:P60651] [protein=agmatinase][protein_id=AAC75974.1] [location=complement(3082877..3083797)][gbkey=CDS]
FJKNNBLA_02843	CDS	1977				[gene=speA] [locus_tag=b2938] [db_xref=UniProtKB/Swiss-Prot:P21170] [protein=arginine decarboxylase,biosynthetic] [protein_id=AAC75975.1] [location=complement(3083935..3085911)][gbkey=CDS]
FJKNNBLA_02844	CDS	252				hypothetical protein
FJKNNBLA_02845	CDS	1155				[gene=metK] [locus_tag=b2942] [db_xref=UniProtKB/Swiss-Prot:P0A817] [protein=methionine adenosyltransferase] [protein_id=AAC75979.1] [location=3086706..3087860][gbkey=CDS]
FJKNNBLA_02846	CDS	1395				[gene=galP] [locus_tag=b2943] [db_xref=UniProtKB/Swiss-Prot:P0AEP1] [protein=galactose:H(+)symporter] [protein_id=AAC75980.1] [location=3088284..3089678][gbkey=CDS]
FJKNNBLA_02847	CDS	456				[gene=yggI] [locus_tag=b2944] [db_xref=UniProtKB/Swiss-Prot:P39902] [protein=protein YggI][protein_id=AAC75981.1] [location=3089755..3090252] [gbkey=CDS]
FJKNNBLA_02848	CDS	708				[gene=endA] [locus_tag=b2945] [db_xref=UniProtKB/Swiss-Prot:P25736] [protein=DNA-specific endonuclease I] [protein_id=AAC75982.1] [location=3090347..3091054][gbkey=CDS]
FJKNNBLA_02849	CDS	732				[gene=rsmE] [locus_tag=b2946] [db_xref=UniProtKB/Swiss-Prot:P0AGL7] [protein=16S rRNA m(3)U1498 methyltransferase] [protein_id=AAC75983.2] [location=3091134..3091865][gbkey=CDS]
FJKNNBLA_02850	CDS	951				[gene=gshB] [locus_tag=b2947] [db_xref=UniProtKB/Swiss-Prot:P04425] [protein=glutathione synthetase] [protein_id=AAC75984.1] [location=3091878..3092828][gbkey=CDS]
FJKNNBLA_02851	CDS	636				hypothetical protein
